ID,AREA,DATA,MUN,DIST,CLAS_CEM,CATEG,INSTANC,NOM_TIPO,NOM_PREP,NOME,NOM_ETIQ,NOM_TP_A,NOM_PR_A,NOM_A,NOM_ET_A,ANO,AREA_M2,AREA_HA,AREA_KM2,GESTAO,OBS,FAIXA_AREA
41277,0.035248,166,SANTO ANDRE,SANTO ANDRE,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,DA,JUVENTUDE,PARQUE DA JUVENTUDE,Parque,da,Juventude,Parque da Juventude,,35248,3.524835,0.035248,,,1-5 ha
41291,0.01918,339,SANTO ANDRE,SANTO ANDRE,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,PIRELLI,PARQUE PIRELLI,Parque,,Pirelli,Parque Pirelli,,19179,1.917958,0.01918,,,1-5 ha
41305,0.551029,338,SANTO ANDRE,SANTO ANDRE,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,DO,GUARACIABA,PARQUE DO GUARACIABA,Parque,do,Guaraciaba,Parque do Guaraciaba,2022.0,551028,55.102875,0.551029,,INAUGURADO EM 1992; FECHADO POUCO TEMPO DEPOIS,50-100 ha
41319,0.066916,340,MAUA,MAUA,VERDE 4,PRACA,MUNICIPAL,PARQUE,DA,JUVENTUDE,PARQUE DA JUVENTUDE,Parque,da,Juventude,Parque da Juventude,2016.0,66915,6.691559,0.066916,,TAMBEM DENOMINADO PARQUE DO PACO,5-10 ha
41333,0.070835,167,SANTO ANDRE,CAPUAVA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE REGIONAL,DA,CRIANCA,PARQUE REGIONAL DA CRIANCA,Parque Regional,da,Criança,Parque Regional da Criança,1980.0,70834,7.08348,0.070835,,PARQUE PALHACO ESTREMILIQUE,5-10 ha
41348,0.022785,168,SANTO ANDRE,CAPUAVA,VERDE 6,PRACA,MUNICIPAL,PRACA,,DOUTOR FRANCISCO PERRONE,PRACA DOUTOR FRANCISCO PERRONE,Praça,,Doutor Frnacisco Perrone,Praça Doutor Frnacisco Perrone,,22785,2.278535,0.022785,,,1-5 ha
41362,0.014844,169,SANTO ANDRE,CAPUAVA,VERDE 6,PRACA,MUNICIPAL,PRACA,,FRANCISCO DE PAULA PERUCHE,PRACA FRANCISCO DE PAULA PERUCHE,Praça,,Francisco de Paula Peruche,Praça Francisco de Paula Peruche,,14844,1.484418,0.014844,,,1-5 ha
41376,0.014932,170,SANTO ANDRE,CAPUAVA,VERDE 6,PARQUE URBANO,MUNICIPAL,CIDADE,DOS,MENINOS,CIDADE DOS MENINOS,Cidade,dos,Meninos,Cidade dos Meninos,,14932,1.493242,0.014932,,,1-5 ha
41390,0.027491,422,SAO PAULO,SAPOPEMBA,VERDE 5,PARQUE LINEAR,MUNICIPAL,PARQUE,,RIBEIRAO ORATORIO,PARQUE RIBEIRAO ORATORIO,Parque,,Ribeirão Oratório,Parque Ribeirão Oratório,,27490,2.749088,0.027491,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
41404,0.203052,420,SAO PAULO,SAPOPEMBA,VERDE 4,PARQUE LINEAR,MUNICIPAL,PARQUE,,INTEGRACAO (ZILDA ARNS),PARQUE INTEGRACAO (ZILDA ARNS),Parque,,Integração (Zilda Arns),Parque Integração (Zilda Arns),2010.0,203052,20.305242,0.203052,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
41424,0.050241,171,SAO PAULO,SAPOPEMBA,VERDE 5,PRACA,MUNICIPAL,PRACA,,PADRE PATRICIO PETERS,PRACA PADRE PATRICIO PETERS,Praça,,Padre Patrício Peters,Praça Padre Patrício Peters,,50240,5.024057,0.050241,,,5-10 ha
67491,0.022612,255,GUARULHOS,GUARULHOS,VERDE 6,PARQUE URBANO,PRIVADA,ECOPARK,,ROTARY,ECOPARK ROTARY,Ecopark,,Rotary,Ecopark Rotary,,22612,2.26123,0.022612,,,1-5 ha
67505,0.013105,256,GUARULHOS,GUARULHOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,GETULIO VARGAS,PRACA GETULIO VARGAS,Praça,,Getúlio Vargas,Praça Getúlio Vargas,,13104,1.310451,0.013105,,,1-5 ha
67519,23.618911,257,SAO PAULO,CACHOEIRINHA,VERDE 1,PARES,ESTADUAL,PARQUE,DA,CANTAREIRA - NUCLEO PEDRA GRANDE,PARES CANTAREIRA - NUCLEO PEDRA GRANDE,Parque Estadual,da,Cantareira - Núcleo Pedra Grande,PARES Cantareira - Núcleo Pedra Grande,1989.0,23618040,2361.804,23.61804,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,CRIACAO DO PARQUE: 1963,>100 ha
67539,4.719337,258,MAIRIPORA,MAIRIPORA,VERDE 1,PARES,ESTADUAL,PARQUE ESTADUAL,DA,CANTAREIRA - NUCLEO AGUAS CLARAS,PARES CANTAREIRA - NUCLEO AGUAS CLARAS,Parque Estadual,da,Cantareira - Núcleo Águas Claras,PARES Cantareira - Núcleo Águas Claras,2000.0,4719337,471.9337,4.719337,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,CRIACAO DO PARQUE: 1963,>100 ha
67554,0.022696,259,SAO PAULO,TREMEMBE,VERDE 6,PRACA,MUNICIPAL,PRACA,,JOSE SANCHES,PRACA JOSE SANCHES,Praça,,José Sanches,Praça José Sanches,,22695,2.269582,0.022696,,,1-5 ha
67568,0.015513,260,GUARULHOS,GUARULHOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,SANTOS DUMONT,PRACA SANTOS DUMONT,Praça,,Santos Dumont,Praça Santos Dumont,,15513,1.551314,0.015513,,,1-5 ha
67583,0.043822,261,GUARULHOS,GUARULHOS,VERDE 5,PRACA,MUNICIPAL,PRACA,,LAGO DOS PATOS,PRACA LAGO DOS PATOS,Praça,,Lago dos Patos,Praça Lago dos Patos,,43821,4.382166,0.043822,,,1-5 ha
67597,0.013011,262,GUARULHOS,GUARULHOS,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,JOSE HETTELFLEISCH,PARQUE JOSE HETTELFLEISCH,Parque,,José Hettelfleich,Parque José Hettelfleich,,13010,1.301053,0.013011,,,1-5 ha
67611,0.018333,263,GUARULHOS,GUARULHOS,VERDE 6,PRACA,MUNICIPAL,PRACA,DO,JARDIM PALMIRA,PRACA DO JARDIM PALMIRA,Praça,do,Jardim Palmira,Praça do Jardim Palmira,,18332,1.833298,0.018333,,,1-5 ha
67625,0.073707,264,GUARULHOS,GUARULHOS,VERDE 4,PARQUE URBANO,MUNICIPAL,ZOOLOGICO,,MUNICIPAL,ZOOLOGICO MUNICIPAL,Zoológico,,Municipal,Zoológico Municipal,,73706,7.370668,0.073707,,,5-10 ha
67639,0.019467,267,GUARULHOS,GUARULHOS,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,JARDIM CITY-JARDIM LAS VEGAS,PARQUE JARDIM CITY-JARDIM LAS VEGAS,Parque,,Jardim City-Jardim Las Vegas,Parque Jardim City-Jardim Las Vegas,,19466,1.946652,0.019467,,,1-5 ha
67653,0.017387,265,GUARULHOS,GUARULHOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,17387,1.738723,0.017387,,,1-5 ha
67667,0.024584,266,GUARULHOS,GUARULHOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,24583,2.458371,0.024584,,,1-5 ha
67681,20.9135,268,SAO PAULO,TREMEMBE,VERDE 1,PARES,ESTADUAL,PARQUE ESTADUAL,DA,CANTAREIRA - NUCLEO ENGORDADOR,PARES CANTAREIRA - NUCLEO ENGORDADOR,Parque Estadual,da,Cantareira - Núcleo Engordador,PARES Cantareira - Núcleo Engordador,1992.0,20913160,2091.316,20.91316,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,CRIACAO DO PARQUE: 1963,>100 ha
67699,0.018978,418,SAO PAULO,ARICANDUVA,VERDE 6,PARQUE LINEAR,MUNICIPAL,PARQUE,,IPIRANGUINHA,PARQUE IPIRANGUINHA,Parque,,Ipiranguinha,Parque Ipiranguinha,2007.0,18978,1.897803,0.018978,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
67713,0.018215,269,SAO PAULO,SAO MATEUS,VERDE 6,PRACA,MUNICIPAL,PRACA,,MIGUEL RAMOS DE MOURA,PRACA MIGUEL RAMOS DE MOURA,Praça,,Miguel Ramos de Moura,Praça Miguel Ramos de Moura,,18214,1.821479,0.018215,,,1-5 ha
67727,0.01221,270,SAO PAULO,SAO MATEUS,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,12210,1.221046,0.01221,,,1-5 ha
67741,0.046173,271,SAO PAULO,CIDADE LIDER,VERDE 5,PRACA,MUNICIPAL,PRACA,,JOSE ENIO DA SILVEIRA,PRACA JOSE ENIO DA SILVEIRA,Praça,,Josê Ênio da Silveira,Praça Josê Ênio da Silveira,,46173,4.6173,0.046173,,,1-5 ha
67755,0.016131,272,SAO PAULO,VILA MATILDE,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,16131,1.613133,0.016131,,,1-5 ha
67770,0.009946,273,SAO PAULO,VILA MATILDE,VERDE 6,PRACA,MUNICIPAL,PRACA,,GOIANIA,PRACA GOIANIA,Praça,,Goiânia,Praça Goiânia,,9945,0.994576,0.009946,,,0.5-1 ha
67784,0.008984,417,SAO PAULO,CIDADE LIDER,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,NAIR BELLO,PARQUE NAIR BELLO,Parque,,Nair Bello,Parque Nair Bello,2020.0,8984,0.898414,0.008984,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,0.5-1 ha
67798,0.010025,416,SAO PAULO,CIDADE LIDER,VERDE 6,PARQUE URBANO,MUNICIPAL,RESERVA,,SAVOY CITY,RESERVA SAVOY CITY,Reserva,,Savoy City,Reserva Savoy City,2012.0,10025,1.002529,0.010025,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
67812,4.418156,274,SAO PAULO,PARQUE DO CARMO,VERDE 2,PNM,MUNICIPAL,PARQUE NATURAL,,FAZENDA DO CARMO,PARQUE NATURAL FAZENDA DO CARMO,Parque Natural,,Fazenda do Carmo,Parque Natural Fazenda do Carmo,2003.0,4418156,441.8156,4.418156,PREFEITURA MUNICIPAL (SVMA),,>100 ha
67827,0.029828,275,SAO PAULO,PARQUE DO CARMO,VERDE 5,PRACA,MUNICIPAL,PRACA,,INACIO DE TOLOSA,PRACA INACIO DE TOLOSA,Praça,,Inácio de Tolosa,Praça Inácio de Tolosa,,29828,2.982821,0.029828,,,1-5 ha
67841,0.014708,276,SAO PAULO,PARQUE DO CARMO,VERDE 6,PRACA,MUNICIPAL,PRACA,,JOSE PATROCINIO FREIRE,PRACA JOSE PATROCINIO FREIRE,Praça,,José Patrocínio Freire,Praça José Patrocínio Freire,,14707,1.470773,0.014708,,,1-5 ha
67855,0.015371,277,SAO PAULO,PARQUE DO CARMO,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,15371,1.537121,0.015371,,,1-5 ha
67870,0.020787,278,SAO PAULO,ARTUR ALVIM,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,20786,2.078666,0.020787,,COM ESCOLA E CHECHE,1-5 ha
67884,0.020638,279,SAO PAULO,CIDADE LIDER,VERDE 6,PRACA,MUNICIPAL,PRACA,,FRANCISCO DANIEL LOPES,PRACA FRANCISCO DANIEL LOPES,Praça,,Francisco Daniel Lopes,Praça Francisco Daniel Lopes,,20638,2.063819,0.020638,,,1-5 ha
67898,0.014846,280,SAO PAULO,ARTUR ALVIM,VERDE 6,PRACA,MUNICIPAL,PRACA,,DILVA GOMES MARTINS,PRACA DILVA GOMES MARTINS,Praça,,Dilva Gomes Martins,Praça Dilva Gomes Martins,,14845,1.484579,0.014846,,,1-5 ha
67912,0.02377,281,SAO PAULO,ARTUR ALVIM,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,23770,2.377037,0.02377,,,1-5 ha
67926,0.040419,282,SAO PAULO,ARTUR ALVIM,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,40419,4.041906,0.040419,,,1-5 ha
67940,0.023546,283,SAO PAULO,ITAQUERA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,23546,2.354616,0.023546,,,1-5 ha
25521,0.230238,38,CARAPICUIBA,ALDEIA DE CARAPICUIBA,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE CULTURAL E ECOLOGICO,DA,ALDEIA DE CARAPICUIBA,PARQUE CULTURAL E ECOLOGICO DA ALDEIA DE CARAPICUIBA,Parque Cultural e Ecológico,da,Aldeia de Carapicuíba,Parque Cultural e Ecológico da Aldeia de Carapicuíba,,230238,23.023811,0.230238,,,10-50 ha
25535,0.061327,39,CARAPICUIBA,VILA DIRCE,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DO,PLANALTO,PARQUE DO PLANALTO,Parque,do,Planalto,Parque do Planalto,,61326,6.132671,0.061327,,,5-10 ha
25549,0.035021,427,OSASCO,OSASCO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,MANOEL MANZANO,PARQUE MANOEL MANZANO,Parque Municipal,,Manoel Manzano,Parque Municipal Manoel Manzano,2014.0,35021,3.50215,0.035021,,,1-5 ha
25563,0.129007,40,CARAPICUIBA,CARAPICUIBA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DOS,PATURIS,PARQUE DOS PATURIS,Parque,dos,Paturis,Parque dos Paturis,,129006,12.90065,0.129007,,,10-50 ha
25577,0.042563,41,OSASCO,OSASCO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,CIDADE DAS FLORES-CLOVIS ASSAF,PARQUE CIDADE DAS FLORES-CLOVIS ASSAF,Parque,,Cidade das Flores-Clóvis Assaf,Parque Cidade das Flores-Clóvis Assaf,,42562,4.256271,0.042563,,,1-5 ha
25591,0.13797,42,CARAPICUIBA,CARAPICUIBA,VERDE 4,PARES,ESTADUAL,PARQUE,,GABRIEL CHUCRE,PARES GABRIEL CHUCRE,Parque,,Gabriel Chucre,PARES Gabriel Chucre,2012.0,137969,13.796955,0.13797,SIMA - COORDENADORIA DE PARQUES E PARCERIAS,,10-50 ha
25606,0.124565,426,OSASCO,OSASCO,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE ECOLOGICO,DO,JARDIM BONANCA,PARQUE ECOLOGICO DO JARDIM BONANCA,Parque Ecológico,do,Jardim Bonança,Parque Ecológico do Jardim Bonança,2016.0,124565,12.456518,0.124565,,PERIMETRO APROXIMADO,10-50 ha
25620,3.38929,43,SANTANA DE PARNAIBA,SANTANA DE PARNAIBA,VERDE 2,RESERVA FLORESTAL,MUNICIPAL,RESERVA BIOLOGICA,,TAMBORE,RESERVA BIOLOGICA TAMBORE,Reserva Biológica,,Tamboré,Reserva Biológica Tamboré,2005.0,3389290,338.929,3.38929,,,>100 ha
25637,0.01487,44,SAO PAULO,ANHANGUERA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,14870,1.487033,0.01487,,COM ESCOLA,1-5 ha
25651,7.451925,411,SAO PAULO,ANHANGUERA,VERDE 2,REVIS,MUNICIPAL,REFUGIO DE VIDA SILVESTRE,,ANHANGUERA,REVIS ANHANGUERA,Refúgio de Vida Silvestre,,Anhanguera,REVIS Anhanguera,2020.0,7451933,745.19335,7.451934,PREFEITURA MUNICIPAL (SVMA),ANTERIORMENTE FAZIA PARTE DO PARQUE ANHANGUERA (1979),>100 ha
25667,0.116271,45,OSASCO,OSASCO,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,CHICO MENDES,PARQUE CHICO MENDES,Parque,,Chico Mendes,Parque Chico Mendes,,116271,11.62715,0.116272,,,10-50 ha
25681,0.020383,46,SAO PAULO,RIO PEQUENO,VERDE 6,PRACA,MUNICIPAL,PRACA,,ZAFIRA VIEIRA LEITE,PRACA ZAFIRA VIEIRA LEITE,Praça,,Zafira Vieira Leite,Praça Zafira Vieira Leite,,20383,2.038306,0.020383,,,1-5 ha
25695,0.067694,47,SAO PAULO,RIO PEQUENO,VERDE 4,PRACA,MUNICIPAL,PRACA,,GERTA DANNEMBERG,PRACA GERTA DANNEMBERG,Praça,,Gerta Dannemberg,Praça Gerta Dannemberg,,67694,6.76943,0.067694,,,5-10 ha
25709,0.020412,48,OSASCO,OSASCO,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,20412,2.041209,0.020412,,,1-5 ha
25723,0.048429,49,OSASCO,OSASCO,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,48429,4.842944,0.048429,,,1-5 ha
25737,0.020754,50,SAO PAULO,RIO PEQUENO,VERDE 5,PRACA,MUNICIPAL,PRACA,,JOSE DO NASCIMENTO MACHADO,PRACA JOSE DO NASCIMENTO MACHADO,Praça,,José do Nascimento Machado,Praça José do Nascimento Machado,,20754,2.075409,0.020754,,,1-5 ha
25751,0.058744,51,SAO PAULO,RIO PEQUENO,VERDE 4,PRACA,MUNICIPAL,PRACA,,JOSEI TODA,PRACA JOSEI TODA,Praça,,Josei Toda,Praça Josei Toda,,58744,5.874412,0.058744,,,5-10 ha
25765,0.03337,52,SAO PAULO,RIO PEQUENO,VERDE 5,PRACA,MUNICIPAL,PRACA,,ADIB TOMAS RAZUK,PRACA ADIB TOMAS RAZUK,Praça,,Adib Tomás Razuk,Praça Adib Tomás Razuk,,33369,3.336984,0.03337,,,1-5 ha
25780,0.022836,53,SAO PAULO,RIO PEQUENO,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,22836,2.283641,0.022836,,,1-5 ha
25794,0.054304,54,OSASCO,OSASCO,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,DIONISIO ALVES MATEOS,PARQUE DIONISIO ALVES MATEOS,Parque,,Dionísio Alves Mateos,Parque Dionísio Alves Mateos,,54303,5.430361,0.054304,,PERIMETRO APROXIMADO,5-10 ha
25808,0.074442,55,OSASCO,OSASCO,VERDE 4,PRACA,MUNICIPAL,PRACA,,CIDADE DE VIANA,PRACA CIDADE DE VIANA,Praça,,Cidade de Viana,Praça Cidade de Viana,,74442,7.444209,0.074442,,,5-10 ha
25822,0.014651,56,OSASCO,OSASCO,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,14651,1.465147,0.014651,,,1-5 ha
25836,0.170149,57,SAO PAULO,RAPOSO TAVARES,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,,RAPOSO TAVARES,PARQUE RAPOSO TAVARES,Parque,,Raposo Tavares,Parque Raposo Tavares,1981.0,170149,17.014914,0.170149,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
25850,0.033578,379,SAO PAULO,RIO PEQUENO,VERDE 6,PARQUE LINEAR,MUNICIPAL,PARQUE,,SAPE,PARQUE SAPE,Parque,,Sapé,Parque Sapé,2008.0,33577,3.357781,0.033578,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
25864,0.01882,58,SAO PAULO,BUTANTA,VERDE 6,PRACA,MUNICIPAL,PRACA,,JOAO BATISTA TRAMONTANO,PRACA JOAO BATISTA TRAMONTANO,Praça,,João Batista Tramontano,Praça João Batista Tramontano,,18819,1.88198,0.01882,,,1-5 ha
25878,0.029529,59,SAO PAULO,BUTANTA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,LUIS CARLOS PRESTES,PARQUE LUIS CARLOS PRESTES,Parque,,Luís Carlos Prestes,Parque Luís Carlos Prestes,1990.0,29528,2.952884,0.029529,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
25893,0.049925,60,SAO PAULO,RIO PEQUENO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,COLINA DE SAO FRANCISCO,PARQUE COLINA DE SAO FRANCISCO,Parque,,Colina de São Francisco,Parque Colina de São Francisco,2007.0,49924,4.992482,0.049925,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
25907,0.016171,61,SAO PAULO,RIO PEQUENO,VERDE 6,PRACA,MUNICIPAL,PRACA,,DES PAULO BARBOSA DE CAMPOS FILHO,PRACA DES PAULO BARBOSA DE CAMPOS FILHO,Praça,,Des Paulo Barbosa de Campos Filho,Praça Des Paulo Barbosa de Campos Filho,,16171,1.617129,0.016171,,,1-5 ha
25921,0.013384,62,SAO PAULO,RIO PEQUENO,VERDE 6,PRACA,MUNICIPAL,PRACA,,CESAR WASHINGTON ALVES DE PROENCA,PRACA CESAR WASHINGTON ALVES DE PROENCA,Praça,,César Washington Alves de Proença,Praça César Washington Alves de Proença,,13384,1.338422,0.013384,,,1-5 ha
25935,0.012385,63,SAO PAULO,JAGUARE,VERDE 6,PRACA,MUNICIPAL,PRACA,,GENERAL PORTO CARREIRO,PRACA GENERAL PORTO CARREIRO,Praça,,General Porto Carreiro,Praça General Porto Carreiro,,12384,1.238454,0.012385,,,1-5 ha
25949,0.013066,460,SAO PAULO,JAGUARE,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,13066,1.306621,0.013066,,,1-5 ha
25963,0.155399,64,SAO PAULO,ALTO DE PINHEIROS,VERDE 3,PARES,ESTADUAL,PARQUE,,CANDIDO PORTINARI,PARES CANDIDO PORTINARI,Parque,,Cândido Portinari,PARES Cândido Portinari,2013.0,155398,15.539875,0.155399,SIMA - COORDENADORIA DE PARQUES E PARCERIAS,,10-50 ha
28498,0.047724,65,OSASCO,OSASCO,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,47724,4.772441,0.047724,,COM ESCOLA,1-5 ha
28512,0.023412,66,OSASCO,OSASCO,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,NELSON VILHA DIAS,PARQUE NELSON VILHA DIAS,Parque,,Nelson Vilha Dias,Parque Nelson Vilha Dias,,23412,2.341217,0.023412,,,1-5 ha
28527,4.69996,67,SAO PAULO,JARAGUA,VERDE 2,PARES,ESTADUAL,PARQUE ESTADUAL,DO,JARAGUA,PARES JARAGUA,Parque Estadual,do,Jaraguá,PARES Jaraguá,1961.0,4705702,470.5702,4.705702,,,>100 ha
28541,0.107979,68,SAO PAULO,JAGUARA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,VILA DOS REMEDIOS,PARQUE VILA DOS REMEDIOS,Parque,,Vila dos Remédios,Parque Vila dos Remédios,1979.0,107979,10.797903,0.107979,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
28555,0.025745,69,SAO PAULO,SAO DOMINGOS,VERDE 5,RPPN,MUNICIPAL,RESERVA PARTICULAR DO PATRIMONIO NATURAL,,MUTINGA,RPPN MUTINGA,Reserva Particular do Patrimônio Natural,,Mutinga,RPPN Mutinga,2011.0,25744,2.574477,0.025745,PREFEITURA MUNICIPAL (SVMA),,1-5 ha
28569,0.06724,70,SAO PAULO,VILA LEOPOLDINA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,LEOPOLDINA-VILLAS BOAS (FASE 1),PARQUE LEOPOLDINA-VILLAS BOAS (FASE 1),Parque,,Leopoldina-Villas Boas (Fase 1),Parque Leopoldina-Villas Boas (Fase 1),2010.0,67239,6.723956,0.06724,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
28583,0.081181,71,SAO PAULO,SAO DOMINGOS,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,SAO DOMINGOS,PARQUE SAO DOMINGOS,Parque,,São Domingos,Parque São Domingos,1982.0,81180,8.118076,0.081181,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
28597,0.018073,72,SAO PAULO,SAO DOMINGOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,NERSON PARREIRAS GAMA,PRACA NERSON PARREIRAS GAMA,Praça,,Nerson Parreiras Gama,Praça Nerson Parreiras Gama,,18072,1.807281,0.018073,,,1-5 ha
28611,0.015668,73,SAO PAULO,SAO DOMINGOS,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,15668,1.566846,0.015668,,,1-5 ha
28625,0.046569,74,SAO PAULO,JARAGUA,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,46568,4.656888,0.046569,,,1-5 ha
28640,0.018156,75,SAO PAULO,PIRITUBA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,18155,1.815592,0.018156,,,1-5 ha
28654,0.035518,76,SAO PAULO,PIRITUBA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,JACINTO ALBERTO,PARQUE JACINTO ALBERTO,Parque,,Jacinto Alberto,Parque Jacinto Alberto,2007.0,35518,3.551827,0.035518,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
28668,0.015418,77,SAO PAULO,PIRITUBA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,15418,1.541824,0.015418,,,1-5 ha
28682,0.106481,78,SAO PAULO,BUTANTA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DA,PREVIDENCIA,PARQUE DA PREVIDENCIA,Parque,da,Previdência,Parque da Previdência,1979.0,106480,10.648064,0.106481,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
28696,0.034828,79,SAO PAULO,MORUMBI,VERDE 5,PRACA,MUNICIPAL,PRACA,,MONSENHOR GALVAO DE SOUSA,PRACA MONSENHOR GALVAO DE SOUSA,Praça,,Monsenhor Galvão de Sousa,Praça Monsenhor Galvão de Sousa,,34828,3.482821,0.034828,,,1-5 ha
28710,0.133118,80,SAO PAULO,MORUMBI,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,ALFREDO VOLPI,PARQUE ALFREDO VOLPI,Parque,,Alfredo Volpi,Parque Alfredo Volpi,1971.0,133118,13.311828,0.133118,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
28724,0.01502,81,SAO PAULO,BUTANTA,VERDE 6,PRACA,MUNICIPAL,PRACA,,MONTEIRO LOBATO,PRACA MONTEIRO LOBATO,Praça,,Monteiro Lobato,Praça Monteiro Lobato,,15020,1.502024,0.01502,,,1-5 ha
28738,0.014092,82,SAO PAULO,PINHEIROS,VERDE 6,PARQUE URBANO,PRIVADA,PARQUE,,VICTOR CIVITA,PARQUE VICTOR CIVITA,Praça,,Victor Civita,Praça Victor Civita,2008.0,14092,1.409218,0.014092,,ANTIGO INCINERADOR,1-5 ha
28753,0.015754,83,SAO PAULO,PINHEIROS,VERDE 6,PRACA,MUNICIPAL,LARGO,DA,BATATA,LARGO DA BATATA,Largo,da,Batata,Largo da Batata,,15754,1.575436,0.015754,,,1-5 ha
28767,0.684542,84,SAO PAULO,ALTO DE PINHEIROS,VERDE 2,PARES,ESTADUAL,PARQUE,,VILLA LOBOS,PARES VILLA LOBOS,Parque,,Villa Lobos,PARES Villa Lobos,1995.0,684541,68.454175,0.684542,SIMA - COORDENADORIA DE PARQUES E PARCERIAS,,50-100 ha
