ID,AREA,DATA,MUN,DIST,CLAS_CEM,CATEG,INSTANC,NOM_TIPO,NOM_PREP,NOME,NOM_ETIQ,NOM_TP_A,NOM_PR_A,NOM_A,NOM_ET_A,ANO,AREA_M2,AREA_HA,AREA_KM2,GESTAO,OBS,FAIXA_AREA
18382,0.152592,443,SAO PAULO,JARDIM SAO LUIS,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,DO,GUARAPIRANGA,PARQUE DO GUARAPIRANGA,Parque,do,Guarapiranga,Parque do Guarapiranga,1974.0,152592,15.259219,0.152592,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
18396,0.015876,17,SAO PAULO,CAMPO LIMPO,VERDE 6,PRACA,MUNICIPAL,PRACA,,JOAO TADEU PRIOLLI,PRACA JOAO TADEU PRIOLLI,Praça,,João Tadeu Priolli,Praça João Tadeu Priolli,,15875,1.587587,0.015876,,,1-5 ha
21258,0.016045,444,SAO PAULO,CAMPO LIMPO,VERDE 6,PRACA,MUNICIPAL,PRACA,,ALEXANDRE VANUCHI LEME,PRACA ALEXANDRE VANUCHI LEME,Praça,,Alexandre Vanuchi Leme,Praça Alexandre Vanuchi Leme,,16045,1.604532,0.016045,,,1-5 ha
21272,0.040011,18,TABOAO DA SERRA,TABOAO DA SERRA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,DAS,HORTENSIAS,PARQUE DAS HORTENSIAS,Parque,das,Hortênsias,Parque das Hortênsias,,40010,4.001098,0.040011,,,1-5 ha
21286,0.074474,19,SAO PAULO,CAMPO LIMPO,VERDE 4,PRACA,MUNICIPAL,PRACA,,JORNALISTA CARLOS ALBERTO BOTTINI,PRACA JORNALISTA CARLOS ALBERTO BOTTINI,Praça,,Jornalista Carlos Alberto Bottini,Praça Jornalista Carlos Alberto Bottini,,74474,7.447411,0.074474,,,5-10 ha
21300,0.018845,378,SAO PAULO,CAMPO LIMPO,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,DOS,EUCALIPTOS,PARQUE DOS EUCALIPTOS,Parque,dos,Eucaliptos,Parque dos Eucaliptos,1995.0,18845,1.88451,0.018845,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21315,0.14389,20,SAO PAULO,VILA SONIA,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,,CHACARA DO JOCKEY,PARQUE CHACARA DO JOCKEY,Parque,,Chácara do Jockey,Parque Chácara do Jockey,2016.0,143889,14.388959,0.14389,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
21329,0.246841,370,SAO PAULO,CIDADE DUTRA,VERDE 3,PARQUE LINEAR,MUNICIPAL,PARQUE,,NOVE DE JULHO,PARQUE NOVE DE JULHO,Parque,,Nove De Julho,Parque Nove De Julho,,246840,24.684061,0.246841,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
21343,0.093801,371,SAO PAULO,CIDADE DUTRA,VERDE 4,PARQUE LINEAR,MUNICIPAL,PARQUE,,CASTELO,PARQUE CASTELO,Parque,,Castelo,Parque Castelo,2011.0,93800,9.380095,0.093801,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
21357,0.043477,372,SAO PAULO,SOCORRO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,PRAIA SAO PAULO-PRAIA DO SOL,PARQUE PRAIA SAO PAULO-PRAIA DO SOL,Parque,,Praia São Paulo-Praia do Sol,Parque Praia São Paulo-Praia do Sol,2009.0,43476,4.347669,0.043477,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21371,0.083037,21,SAO PAULO,SOCORRO,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,JACQUES COUSTEAU,PARQUE JACQUES COUSTEAU,Parque,,Jacques Cousteau,Parque Jacques Cousteau,,83037,8.303709,0.083037,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),TAMBEM CONHECIDO COMO 'LAGUINHO DE INTERLADOS',5-10 ha
21385,0.139168,22,SAO PAULO,SOCORRO,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DA,BARRAGEM,PARQUE DA BARRAGEM,Parque,da,Barragem,Parque da Barragem,2009.0,139167,13.916786,0.139168,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
21399,0.04656,23,SAO PAULO,VILA ANDRADE,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,BURLE MARX (EXPANSAO),PARQUE BURLE MARX (EXPANSAO),Parque,,Burle Marx (expansão),Parque Burle Marx (expansão),,46560,4.656006,0.04656,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),FUNDACAO ARAO BIRMANN,1-5 ha
21413,0.135528,24,SAO PAULO,VILA ANDRADE,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,BURLE MARX,PARQUE BURLE MARX,Parque,,Burle Marx,Parque Burle Marx,1995.0,135528,13.552811,0.135528,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),FUNDACAO ARAO BIRMANN,10-50 ha
21428,0.041262,25,SAO PAULO,SANTO AMARO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,SEVERO GOMES,PARQUE SEVERO GOMES,Parque,,Severo Gomes,Parque Severo Gomes,1989.0,41261,4.126171,0.041262,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21442,0.065832,377,SAO PAULO,VILA ANDRADE,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,PARAISOPOLIS,PARQUE PARAISOPOLIS,Parque,,Paraisópolis,Parque Paraisópolis,2021.0,65831,6.583179,0.065832,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
21456,0.071855,26,SAO PAULO,MORUMBI,VERDE 4,PRACA,MUNICIPAL,PRACA,,VINICIUS DE MORAIS,PRACA VINICIUS DE MORAIS,Praça,,Vinicius de Morais,Praça Vinicius de Morais,,71854,7.185466,0.071855,,,5-10 ha
21470,0.0103,27,SAO PAULO,MORUMBI,VERDE 6,PRACA,MUNICIPAL,PRACA,,VISCONDE DE CUNHA BUENO,PRACA VISCONDE DE CUNHA BUENO,Praça,,Visconde de Cunha Bueno,Praça Visconde de Cunha Bueno,,10300,1.030018,0.0103,,,1-5 ha
21484,0.01992,28,SAO PAULO,MORUMBI,VERDE 6,PARQUE URBANO,MUNICIPAL,RESERVA,,MORUMBI,RESERVA MORUMBI,Reserva,,Morumbi,Reserva Morumbi,2008.0,19919,1.991997,0.01992,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21498,0.039252,375,SAO PAULO,SANTO AMARO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,ALTO DA BOA VISTA,PARQUE ALTO DA BOA VISTA,Parque,,Alto da Boa Vista,Parque Alto da Boa Vista,2021.0,39251,3.925165,0.039252,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21512,0.03634,29,SAO PAULO,SANTO AMARO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,DO,CORDEIRO (MARTIN LUTHER KING),PARQUE DO CORDEIRO (MARTIN LUTHER KING),Parque,do,Cordeiro (Martin Luther King),Parque do Cordeiro (Martin Luther King),2007.0,36340,3.634027,0.03634,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),CORDEIRO - MARTIN LUTHER KING,1-5 ha
21526,0.030645,30,SAO PAULO,CAMPO BELO,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,DO,CHUVISCO,PARQUE DO CHUVISCO,Parque,do,Chuvisco,Parque do Chuvisco,2016.0,30644,3.064458,0.030645,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
21541,0.00956,449,SAO PAULO,ITAIM BIBI,VERDE 6,PRACA,MUNICIPAL,PRACA,,ACIBE BALLAN CAMASMIE,PRACA ACIBE BALLAN CAMASMIE,Praça,,Acibe Ballan Camasmie,Praça Acibe Ballan Camasmie,,9559,0.955977,0.00956,,,0.5-1 ha
21555,0.021205,31,SAO PAULO,MOEMA,VERDE 6,PRACA,MUNICIPAL,PRACA,,CIDADE DE MILAO,PRACA CIDADE DE MILAO,Praça,,Cidade de Milão,Praça Cidade de Milão,,21205,2.12052,0.021205,,,1-5 ha
21569,0.11045,465,ITAPEVI,ITAPEVI,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DA,CIDADE,PARQUE DA CIDADE,Parque,da,Cidade,Parque da Cidade,2020.0,110450,11.045039,0.11045,,,10-50 ha
21586,0.12742,32,JANDIRA,JANDIRA,VERDE 4,PARQUE URBANO,MUNICIPAL,PORTAL ECOLOGICO,,PEDRA BONITA,PORTAL ECOLOGICO PEDRA BONITA,Portal Ecológico,,Pedra Bonita,Portal Ecológico Pedra Bonita,2009.0,127420,12.742,0.12742,,,10-50 ha
21600,0.033568,466,JANDIRA,JANDIRA,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,33567,3.356759,0.033568,,CONDOMINIO BEVERLY HILLS,1-5 ha
21615,0.012819,33,BARUERI,ALDEIA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,12818,1.28188,0.012819,,,1-5 ha
21629,0.07266,34,BARUERI,BARUERI,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,72676,7.267699,0.072677,,NOMES PARCIAIS; PRACA VIARIA,5-10 ha
21643,0.09345,35,BARUERI,BARUERI,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,DOM JOSE,PARQUE DOM JOSE,Parque,,Dom José,Parque Dom José,,93449,9.344971,0.09345,,,5-10 ha
21657,0.019493,36,BARUERI,BARUERI,VERDE 6,PRACA,MUNICIPAL,PRACA,DOS,ESTUDANTES,PRACA DOS ESTUDANTES,Praça,dos,Estudantes,Praça dos Estudantes,,19493,1.949336,0.019493,,,1-5 ha
21671,0.210649,425,BARUERI,BARUERI,VERDE 3,PARQUE URBANO,ESTADUAL,PARQUE ECOLOGICO,DO,TIETE - NUCLEO TAMBORE,PARQUE ECOLOGICO DO TIETE - NUCLEO TAMBORE,Parque Ecológico,do,Tietê - Núcleo Tamboré,Parque Ecológico do Tietê - Núcleo Tamboré,1982.0,210648,21.064858,0.210649,DAEE - PM SANTANA DE PARNAIBA,ILHA DO BACURI; CEDIDA A SANTANA DE PARNAIBA EM 2014,10-50 ha
21685,0.739595,424,BARUERI,BARUERI,VERDE 2,PARQUE URBANO,ESTADUAL,PARQUE ECOLOGICO,DO,TIETE - NUCLEO TAMBORE,PARQUE ECOLOGICO DO TIETE - NUCLEO TAMBORE,Parque Ecológico,do,Tietê - Núcleo Tamboré,Parque Ecológico do Tietê - Núcleo Tamboré,1982.0,739595,73.959513,0.739595,DAEE - PM DE BARUERI,PARQUE ECOLOGICO DE BARUERI; GESTAO CEDIDA EM 2014,50-100 ha
21699,0.287717,37,BARUERI,BARUERI,VERDE 3,PARQUE URBANO,ESTADUAL,PARQUE ECOLOGICO,DO,TIETE - NUCLEO TAMBORE,PARQUE ECOLOGICO DO TIETE - NUCLEO TAMBORE,Parque Ecológico,do,Tietê - Núcleo Tamboré,Parque Ecológico do Tietê - Núcleo Tamboré,1982.0,287717,28.771747,0.287717,DAEE - PM DE BARUERI,GESTAO CEDIDA EM 2014,10-50 ha
37100,0.01791,126,SAO PAULO,BRASILANDIA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,17909,1.790972,0.01791,,,1-5 ha
37114,20.171342,127,FRANCO DA ROCHA,FRANCO DA ROCHA,VERDE 1,PARES,ESTADUAL,PARQUE ESTADUAL,DO,JUQUERI,PARES JUQUERI,Parque Estadual,do,Juqueri,PARES Juqueri,1993.0,20171294,2017.1294,20.171294,,,>100 ha
37128,25.163498,430,MONGAGUA,,VERDE 1,PARES,ESTADUAL,PARQUE,DA,SERRA DO MAR - NUCLEO CURUCUTU,PARES SERRA DO MAR - NUCLEO CURUCUTU,Parque,da,Serra do Mar - Núcleo Curucutu,PARES Serra do Mar - Núcleo Curucutu,1977.0,25163512,2516.3512,25.163512,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,SUPERPOSTO POR TERRA INDIGENA,>100 ha
37146,19.854255,433,MONGAGUA,,VERDE 1,PARES,ESTADUAL,PARQUE,DA,SERRA DO MAR - NUCLEO CURUCUTU,PARES SERRA DO MAR - NUCLEO CURUCUTU,Parque,da,Serra do Mar - Núcleo Curucutu,PARES Serra do Mar - Núcleo Curucutu,1977.0,19854052,1985.4052,19.854052,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,,>100 ha
37162,1.866027,434,SAO VICENTE,,VERDE 1,PARES,ESTADUAL,PARQUE,DA,SERRA DO MAR - NUCLEO CURUCUTU,PARES SERRA DO MAR - NUCLEO CURUCUTU,Parque,da,Serra do Mar - Núcleo Curucutu,PARES Serra do Mar - Núcleo Curucutu,1977.0,1866027,186.602725,1.866027,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,,>100 ha
37178,0.518311,360,SAO PAULO,PARELHEIROS,VERDE 3,RPPN,FEDERAL,RESERVA PARTICULAR DO PATRIMONIO NATURAL,,SITIO CURUCUTU,RPPN SITIO CURUCUTU,Reserva Particular do Patrimônio Natural,,Sítio Curucutu,RPPN Sítio Curucutu,,518310,51.831069,0.518311,ICMBIO,,50-100 ha
37192,2.833508,361,SAO PAULO,GRAJAU,VERDE 2,PNM,MUNICIPAL,PARQUE NATURAL,,BORORE,PARQUE NATURAL BORORE,Parque Natural,,Bororé,Parque Natural Bororé,2012.0,2833526,283.35265,2.833527,PREFEITURA MUNICIPAL (SVMA),,>100 ha
37210,0.105949,367,SAO PAULO,GRAJAU,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,JARDIM PRAINHA,PARQUE JARDIM PRAINHA,Parque,,Jardim Prainha,Parque Jardim Prainha,,105949,10.594918,0.105949,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,10-50 ha
37224,0.28337,342,SAO BERNARDO DO CAMPO,RIACHO GRANDE,VERDE 3,PARQUE URBANO,PRIVADA,PARQUE ECOLOGICO,,IMIGRANTES,PARQUE ECOLOGICO IMIGRANTES,Parque Ecológico,,Imigrantes,Parque Ecológico Imigrantes,,283369,28.336975,0.28337,,PERIMETRO APROXIMADO,10-50 ha
37239,0.082979,128,SAO PAULO,PEDREIRA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,SETE CAMPOS,PARQUE SETE CAMPOS,Parque,,Sete Campos,Parque Sete Campos,2010.0,82978,8.297889,0.082979,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
37253,0.031207,129,SAO PAULO,JABAQUARA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,DO,NABUCO,PARQUE DO NABUCO,Parque,do,Nabuco,Parque do Nabuco,1980.0,31206,3.120696,0.031207,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
37267,0.022777,130,DIADEMA,DIADEMA,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE ECOLOGICO,,ELDORADO,PARQUE ECOLOGICO ELDORADO,Parque Ecológico,,Eldorado,Parque Ecológico Eldorado,,22776,2.27766,0.022777,,,1-5 ha
37281,0.02439,131,DIADEMA,DIADEMA,VERDE 6,PARQUE URBANO,MUNICIPAL,JARDIM,,BOTANICO,JARDIM BOTANICO,Jardim,,Botânico,Jardim Botânico,,24389,2.438965,0.02439,,,1-5 ha
37295,0.045108,132,DIADEMA,DIADEMA,VERDE 5,PRACA,MUNICIPAL,PRACA,DA,MOCA,PRACA DA MOCA,Praça,da,Moça,Praça da Moça,,45107,4.510797,0.045108,,,1-5 ha
37309,0.030176,133,DIADEMA,DIADEMA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,POUSADA DOS JESUITAS,PARQUE POUSADA DOS JESUITAS,Parque,,Pousada dos Jesuítas,Parque Pousada dos Jesuítas,,30176,3.017616,0.030176,,,1-5 ha
37323,0.059951,134,DIADEMA,DIADEMA,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,DO,PACO,PARQUE DO PACO,Parque,do,Paço,Parque do Paço,,59951,5.99515,0.059951,,,5-10 ha
37337,0.010711,376,SAO PAULO,CAMPO BELO,VERDE 6,PRACA,MUNICIPAL,PRACA,,JOUBERT DE CARVALHO,PRACA JOUBERT DE CARVALHO,Praça,,Joubert de Carvalho,Praça Joubert de Carvalho,,10710,1.071051,0.010711,,,1-5 ha
37352,0.011477,135,SAO PAULO,JABAQUARA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,11476,1.147684,0.011477,,,1-5 ha
37366,0.01771,136,SAO PAULO,JABAQUARA,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,LINA E PAULO RAIA,PARQUE LINA E PAULO RAIA,Parque,,Lina e Paulo Raia,Parque Lina e Paulo Raia,,17710,1.771025,0.01771,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,1-5 ha
37380,0.015345,137,SAO PAULO,JABAQUARA,VERDE 6,PRACA,MUNICIPAL,PRACA,,WHITHAKER PENTEADO,PRACA WHITHAKER PENTEADO,Praça,,Whithaker Penteado,Praça Whithaker Penteado,,15345,1.534545,0.015345,,COM ESCOLAS,1-5 ha
37394,0.043627,138,SAO PAULO,SAUDE,VERDE 6,PRACA,MUNICIPAL,PRACA,,PROFESSOR MARIO AUTUORI,PRACA PROFESSOR MARIO AUTUORI,Praça,,Professor Mário Autuori,Praça Professor Mário Autuori,,43627,4.362742,0.043627,,,1-5 ha
37408,0.013535,139,SAO PAULO,JABAQUARA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,13535,1.353547,0.013535,,,1-5 ha
37422,0.03066,140,SAO PAULO,JABAQUARA,VERDE 6,PRACA,MUNICIPAL,PRACA,,PROFESSOR ORLANDO GOMES,PRACA PROFESSOR ORLANDO GOMES,Praça,,Professor Orlando Gomes,Praça Professor Orlando Gomes,,30660,3.066,0.03066,,,1-5 ha
37436,0.014332,142,SAO PAULO,MOEMA,VERDE 6,PRACA,MUNICIPAL,PRACA,,MESTRE DE AVIZ-PROFESSOR ROSSINI T LIMA,PRACA MESTRE DE AVIZ-PROFESSOR ROSSINI T LIMA,Praça,,Mestre de Aviz-Professor Rossini T Lima,Praça Mestre de Aviz-Professor Rossini T Lima,,14332,1.433231,0.014332,,,1-5 ha
37450,0.013577,143,SAO PAULO,VILA MARIANA,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,CASA MODERNISTA,PARQUE CASA MODERNISTA,Parque,,Casa Modernista,Parque Casa Modernista,,13577,1.35775,0.013577,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),CASA CONSTRUIDA EM 1928,1-5 ha
37465,4.756181,352,SAO PAULO,CURSINO,VERDE 2,PARES,ESTADUAL,PARQUE ESTADUAL,DAS,FONTES DO IPIRANGA,PARES FONTES DO IPIRANGA,Parque Estadual,das,Fontes do Ipiranga,PARES Fontes do Ipiranga,1954.0,4756181,475.6181,4.756181,,NOME POPULAR: PARQUE DO ESTADO; GESTAO INSTITUTO DE BOTANICA,>100 ha
37479,0.024965,144,SAO PAULO,IPIRANGA,VERDE 6,PRACA,MUNICIPAL,PRACA,,PINHEIRO DA CUNHA,PRACA PINHEIRO DA CUNHA,Praça,,Pinheiro da Cunha,Praça Pinheiro da Cunha,,24964,2.496473,0.024965,,,1-5 ha
37493,0.010064,145,SAO PAULO,SACOMA,VERDE 6,PRACA,MUNICIPAL,PRACA,,MONTE AZUL PAULISTA,PRACA MONTE AZUL PAULISTA,Praça,,Monte Azul Paulista,Praça Monte Azul Paulista,,10064,1.006421,0.010064,,,1-5 ha
37507,0.014096,146,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,ENGENHEIRO SALVADOR ARENA,PARQUE ENGENHEIRO SALVADOR ARENA,Parque,,Engenheiro Salvador Arena,Parque Engenheiro Salvador Arena,2005.0,14096,1.409645,0.014096,,,1-5 ha
37521,0.022031,147,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,DE,ESPORTES RADICAIS,PARQUE DE ESPORTES RADICAIS,Parque,de,Esportes Radicais,Parque de Esportes Radicais,,22030,2.203072,0.022031,,CITTA DI MAROSTICA,1-5 ha
37535,0.094166,428,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 4,PARQUE URBANO,MUNICIPAL,CHACARA,,SILVESTRE,CHACARA SILVESTRE,Chácara,,Silvestre,Chácara Silvestre,2011.0,94165,9.416595,0.094166,,,5-10 ha
37549,0.364437,341,SANTO ANDRE,SANTO ANDRE,VERDE 3,PARES,ESTADUAL,CHACARA,DA,BARONESA,PARES BARONESA,Chácara,da,Baronesa,PARES Baronesa,2001.0,364437,36.4437,0.364437,SIMA - COORDENADORIA DE PARQUES E PARCERIAS,ANTERIORMENTE APA HARAS SAO BERNARDO,10-50 ha
40977,0.04426,148,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 5,PARQUE URBANO,MUNICIPAL,CIDADE,DA,CRIANCA,CIDADE DA CRIANCA,Cidade,da,Criança,Cidade da Criança,1968.0,44260,4.426011,0.04426,,FECHADO ENTRE 2005 E 2010,1-5 ha
40991,0.0243,149,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,CIDADE DE SAO BERNARDO,PARQUE CIDADE DE SAO BERNARDO,Parque,,Cidade de São Bernardo,Parque Cidade de São Bernardo,,24299,2.429951,0.0243,,RAFAEL LAZZURI,1-5 ha
41005,0.047313,150,SANTO ANDRE,SANTO ANDRE,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,ESCOLA,PARQUE ESCOLA,Parque,,Escola,Parque Escola,,47313,4.73133,0.047313,,,1-5 ha
41019,0.051206,423,SANTO ANDRE,SANTO ANDRE,VERDE 5,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,51206,5.120602,0.051206,,,5-10 ha
41035,0.039465,151,SAO CAETANO DO SUL,SAO CAETANO DO SUL,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,JOSE ALVES DOS REIS,PARQUE JOSE ALVES DOS REIS,Parque,,José Alves dos Reis,Parque José Alves dos Reis,,39465,3.946541,0.039465,,,1-5 ha
41049,0.017985,152,SAO CAETANO DO SUL,SAO CAETANO DO SUL,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE ECOLOGICO,,CHICO MENDES,PARQUE ECOLOGICO CHICO MENDES,Parque Ecológico,,Chico Mendes,Parque Ecológico Chico Mendes,,17985,1.798529,0.017985,,,1-5 ha
41063,0.011721,153,SAO CAETANO DO SUL,SAO CAETANO DO SUL,VERDE 6,PARQUE URBANO,MUNICIPAL,PARQUE,,CATARINA SCARPARO D AGOSTINI,PARQUE CATARINA SCARPARO D AGOSTINI,Parque,,Catarina Scarparo d'Agostini,Parque Catarina Scarparo d'Agostini,,11720,1.172058,0.011721,,,1-5 ha
41077,0.114297,154,SAO CAETANO DO SUL,SAO CAETANO DO SUL,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,CHICO MENDES,PARQUE CHICO MENDES,Parque,,Chico Mendes,Parque Chico Mendes,,114297,11.429713,0.114297,,,10-50 ha
41091,0.061063,351,SAO PAULO,SACOMA,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,HELIOPOLIS,PARQUE HELIOPOLIS,Parque,,Heliópolis,Parque Heliópolis,2022.0,60942,6.094259,0.060943,SECRETARIA DO VERDE E MEIO AMBIENTE (DGPU),,5-10 ha
41105,0.021083,155,SAO PAULO,IPIRANGA,VERDE 6,PRACA,MUNICIPAL,PRACA,,,PRACA,Praça,,,Praça,,21082,2.108251,0.021083,,,1-5 ha
41119,0.037904,156,SAO CAETANO DO SUL,SAO CAETANO DO SUL,VERDE 5,PRACA,MUNICIPAL,CIDADE,DAS,CRIANCAS,CIDADE DAS CRIANCAS,Cidade,das,Crianças,Cidade das Crianças,,37903,3.790393,0.037904,,,1-5 ha
41133,0.070903,157,SANTO ANDRE,SANTO ANDRE,VERDE 4,PARQUE URBANO,MUNICIPAL,PARQUE,,PREFEITO CELSO DANIEL,PARQUE PREFEITO CELSO DANIEL,Parque,,Prefeito Celso Daniel,Parque Prefeito Celso Daniel,1977.0,70903,7.090314,0.070903,,PARQUE DUQUE DE CAXIAS; ANTIGA CHACARA GE,5-10 ha
41148,0.014804,158,SANTO ANDRE,SANTO ANDRE,VERDE 6,PRACA,MUNICIPAL,PRACA,,SAMUEL DE CASTRO NEVES,PRACA SAMUEL DE CASTRO NEVES,Praça,,Samuel de Castro Neves,Praça Samuel de Castro Neves,,14804,1.48042,0.014804,,,1-5 ha
41162,0.036999,159,SANTO ANDRE,SANTO ANDRE,VERDE 5,PARQUE URBANO,MUNICIPAL,CHACARA,,PIGNATARI,CHACARA PIGNATARI,Chácara,,Pignatari,Chácara Pignatari,,36998,3.699884,0.036999,,,1-5 ha
41176,0.011976,160,SAO PAULO,VILA PRUDENTE,VERDE 6,PRACA,MUNICIPAL,PRACA,,PRF MARIO BULCAO,PRACA PRF MARIO BULCAO,Praça,,Prf Mário Bulcão,Praça Prf Mário Bulcão,,11975,1.197595,0.011976,,,1-5 ha
41190,0.015264,161,SAO PAULO,SAO LUCAS,VERDE 6,PRACA,MUNICIPAL,PRACA,,MENDEL RIRSCHFELD,PRACA MENDEL RIRSCHFELD,Praça,,Mendel Rirschfeld,Praça Mendel Rirschfeld,,15263,1.526373,0.015264,,,1-5 ha
41204,0.373788,162,SAO BERNARDO DO CAMPO,RIACHO GRANDE,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,,ESTORIL,PARQUE ESTORIL,Parque,,Estoril,Parque Estoril,1955.0,373788,37.378806,0.373788,,PERIMETRO APROXIMADO,10-50 ha
41218,2.56818,346,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,VERDE 2,PARES,ESTADUAL,PARQUE,,AGUAS DA BILLINGS,PARES AGUAS DA BILLINGS,Parque,,Águas da Billings,PARES Águas da Billings,2018.0,2568186,256.81865,2.568186,FUNDACAO PARA CONSERVACAO E PRODUCAO FLORESTAL DE SP,PERIMETRO APROXIMADO,>100 ha
41232,8.303713,163,SANTO ANDRE,SANTO ANDRE,VERDE 2,PARQUE URBANO,MUNICIPAL,PARQUE,DO,PEDROSO,PARQUE DO PEDROSO,Parque,do,Pedroso,Parque do Pedroso,1979.0,8303609,830.3609,8.303609,,INICIO: DECADA DE 1940,>100 ha
41249,0.378723,164,SANTO ANDRE,SANTO ANDRE,VERDE 3,PARQUE URBANO,MUNICIPAL,PARQUE,,CENTRAL,PARQUE CENTRAL,Parque,,Central,Parque Central,,378723,37.872325,0.378723,,,10-50 ha
41263,0.034942,165,SANTO ANDRE,SANTO ANDRE,VERDE 5,PARQUE URBANO,MUNICIPAL,PARQUE,,ANTONIO FLAQUER,PARQUE ANTONIO FLAQUER,Parque,,Antônio Fláquer,Parque Antônio Fláquer,,34941,3.494198,0.034942,,,1-5 ha
